avg_carbon	avg_chromium	Temperature	PhaseFraction	PhaseComposition_carbon PhaseComposition_chromium
1.8 27.6 1115 0.250106 0.0905611 20.5591 
1.8 27.6 1120 0.249406 0.093222 20.6287 
1.8 27.6 1125 0.248731 0.0959257 20.698 
1.8 27.6 1130 0.248074 0.0986719 20.767 
1.8 27.6 1135 0.247431 0.10146 20.8357 
1.8 27.6 1140 0.246798 0.104291 20.9041 
1.8 27.6 1145 0.246172 0.107163 20.9723 
1.8 27.6 1150 0.245547 0.110076 21.0402 
1.8 27.6 1155 0.244922 0.11303 21.1079 
1.8 27.6 1160 0.244293 0.116024 21.1755 
1.8 27.6 1165 0.243657 0.119059 21.2429 
1.8 27.6 1170 0.243012 0.122132 21.3101 
1.8 27.6 1175 0.242355 0.125245 21.3772 
1.8 27.6 1180 0.241685 0.128396 21.4442 
1.8 27.6 1185 0.240999 0.131585 21.511 
1.8 27.6 1190 0.240295 0.134812 21.5777 
1.8 27.6 1195 0.239573 0.138075 21.6444 
1.8 27.6 1200 0.23883 0.141374 21.7109 
1.8 27.6 1205 0.238065 0.144709 21.7774 
1.8 27.6 1210 0.237278 0.14808 21.8438 
