avg_carbon	avg_chromium	Temperature	PhaseFraction	PhaseComposition_carbon PhaseComposition_chromium
1.8 27.6 1035 0.183286 8.89836 73.4284 
1.8 27.6 1040 0.182705 8.89753 73.2956 
1.8 27.6 1045 0.182116 8.8967 73.1629 
1.8 27.6 1050 0.181519 8.89587 73.0304 
1.8 27.6 1055 0.180914 8.89504 72.8982 
1.8 27.6 1060 0.180301 8.89422 72.7663 
1.8 27.6 1065 0.17968 8.8934 72.6347 
1.8 27.6 1070 0.179051 8.89258 72.5035 
1.8 27.6 1075 0.178412 8.89176 72.3727 
1.8 27.6 1080 0.177765 8.89094 72.2424 
1.8 27.6 1085 0.177109 8.89013 72.1127 
1.8 27.6 1090 0.176444 8.88933 71.9834 
1.8 27.6 1095 0.175769 8.88852 71.8547 
1.8 27.6 1100 0.175085 8.88772 71.7266 
1.8 27.6 1105 0.174391 8.88692 71.5992 
1.8 27.6 1110 0.173687 8.88613 71.4724 
1.8 27.6 1115 0.172974 8.88534 71.3462 
1.8 27.6 1120 0.17225 8.88456 71.2208 
1.8 27.6 1125 0.171517 8.88378 71.0961 
1.8 27.6 1130 0.170773 8.883 70.9721 
1.8 27.6 1135 0.170018 8.88223 70.8489 
1.8 27.6 1140 0.169253 8.88147 70.7265 
1.8 27.6 1145 0.168478 8.88071 70.6049 
1.8 27.6 1150 0.167691 8.87995 70.484 
1.8 27.6 1155 0.166894 8.8792 70.364 
1.8 27.6 1160 0.166086 8.87846 70.2449 
1.8 27.6 1165 0.165267 8.87772 70.1266 
1.8 27.6 1170 0.164437 8.87699 70.0092 
1.8 27.6 1175 0.163596 8.87626 69.8926 
1.8 27.6 1180 0.162743 8.87553 69.7769 
1.8 27.6 1185 0.161879 8.87482 69.6622 
1.8 27.6 1190 0.161004 8.8741 69.5483 
1.8 27.6 1195 0.160117 8.8734 69.4353 
1.8 27.6 1200 0.159219 8.8727 69.3233 
1.8 27.6 1205 0.158309 8.872 69.2122 
1.8 27.6 1210 0.157388 8.87131 69.102 
1.8 27.6 1215 0.156454 8.87063 68.9927 
1.8 27.6 1220 0.155509 8.86995 68.8844 
1.8 27.6 1225 0.154553 8.86928 68.777 
1.8 27.6 1230 0.153584 8.86862 68.6705 
1.8 27.6 1235 0.152604 8.86796 68.565 
1.8 27.6 1240 0.151611 8.8673 68.4605 
1.8 27.6 1245 0.150607 8.86666 68.3569 
1.8 27.6 1250 0.149591 8.86602 68.2542 
