TemperatureC,Vitesse:0,Vitesse:1,Vitesse:2,FractionLiq,Concentration_carbon,Concentration_chromium,FractionBCC,FractionFCC,FractionM7C3,FractionCementite,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
125.353,-3.43315e-019,-3.64979e-019,-5.88241e-018,0,2.1102,30.4601,0.704844,0,0,0.295156,1,0.0714,-0.00297761,-0.00304722,0.0714,476,0
125.358,6.45164e-019,-1.8381e-018,-6.57703e-018,0,2.11214,30.4673,0.704573,0,0,0.295427,1,0.07155,-0.00297761,-0.00304722,0.07155,477,0
125.362,1.63359e-018,-3.31114e-018,-7.27162e-018,0,2.11407,30.4745,0.704302,0,0,0.295698,1,0.0717,-0.00297761,-0.00304722,0.0717,478,0
125.366,2.29025e-018,-4.45008e-018,-7.71309e-018,0,2.11603,30.4819,0.704029,0,0,0.295971,1,0.07185,-0.00297761,-0.00304722,0.07185,479,0
125.37,1.50367e-018,-3.24464e-018,-6.10042e-018,0,2.11809,30.4903,0.70374,0,0,0.29626,1,0.072,-0.00297761,-0.00304722,0.072,480,0
125.373,7.18319e-019,-2.00173e-018,-4.43868e-018,0,2.12014,30.4986,0.703453,0,0,0.296547,1,0.07215,-0.00297761,-0.00304722,0.07215,481,0
125.376,-6.70726e-020,-7.58748e-019,-2.77687e-018,0,2.12219,30.507,0.703166,0,0,0.296833,1,0.0723,-0.00297761,-0.00304722,0.0723,482,0
125.38,-5.97996e-019,7.61472e-020,-9.30103e-019,0,2.12424,30.5153,0.70288,0,0,0.29712,1,0.07245,-0.00297761,-0.00304722,0.07245,483,0
125.383,-6.44812e-019,1.34697e-019,1.26841e-018,0,2.12629,30.5235,0.702593,0,0,0.297407,1,0.0726,-0.00297761,-0.00304722,0.0726,484,1
125.387,-6.9163e-019,1.93249e-019,3.46702e-018,0,2.12834,30.5318,0.702306,0,0,0.297694,1,0.07275,-0.00297761,-0.00304722,0.07275,485,0
125.39,-9.20078e-019,1.74016e-019,5.25017e-018,0,2.13039,30.54,0.70202,0,0,0.29798,1,0.0729,-0.00297761,-0.00304722,0.0729,486,0
125.393,-1.66085e-018,-9.87572e-020,5.09064e-018,0,2.13235,30.5477,0.701745,0,0,0.298255,1,0.07305,-0.00297761,-0.00304722,0.07305,487,0
125.395,-1.60204e-018,-1.07695e-019,4.98535e-018,0,2.13414,30.555,0.701496,0,0,0.298504,1,0.0732,-0.00297761,-0.00304722,0.0732,488,0
125.396,-1.59826e-018,4.68513e-019,4.54666e-018,0,2.13569,30.5607,0.701279,0,0,0.298721,1,0.07335,-0.00297761,-0.00304722,0.07335,489,0
125.398,-1.62942e-018,1.00918e-018,4.02835e-018,0,2.13721,30.5665,0.701065,0,0,0.298935,1,0.0735,-0.00297761,-0.00304722,0.0735,490,0
125.4,-1.90034e-018,6.11764e-019,3.18884e-018,0,2.13874,30.5741,0.700852,0,0,0.299148,1,0.07365,-0.00297761,-0.00304722,0.07365,491,0
125.402,-2.0999e-018,2.14508e-019,2.3865e-018,0,2.14025,30.5816,0.70064,0,0,0.29936,1,0.0738,-0.00297761,-0.00304722,0.0738,492,0
125.404,-1.97018e-018,-1.81978e-019,1.75576e-018,0,2.14167,30.5884,0.700442,0,0,0.299558,1,0.07395,-0.00297761,-0.00304722,0.07395,493,0
125.405,-1.77089e-018,-1.54407e-019,1.46411e-018,0,2.14272,30.5935,0.700296,0,0,0.299704,1,0.0741,-0.00297761,-0.00304722,0.0741,494,0
125.405,-1.15428e-018,-1.00974e-019,1.40768e-018,0,2.14363,30.5975,0.700168,0,0,0.299832,1,0.07425,-0.00297761,-0.00304722,0.07425,495,0
125.406,-4.86925e-019,-4.86969e-020,1.37681e-018,0,2.14453,30.6015,0.700042,0,0,0.299958,1,0.0744,-0.00297761,-0.00304722,0.0744,496,0
125.407,-1.42531e-019,-2.01924e-020,1.16113e-018,0,2.14539,30.6058,0.699921,0,0,0.300079,1,0.07455,-0.00297761,-0.00304722,0.07455,497,0
125.408,-8.39254e-020,-1.27244e-020,7.81947e-019,0,2.14624,30.6105,0.699803,0,0,0.300197,1,0.0747,-0.00297761,-0.00304722,0.0747,498,0
125.408,-2.53224e-020,-5.25678e-021,4.02779e-019,0,2.14708,30.6151,0.699685,0,0,0.300315,1,0.07485,-0.00297761,-0.00304722,0.07485,499,0
125.409,0,0,0,0,2.14791,30.6197,0.699568,0,0,0.300432,1,0.075,-0.00297761,-0.00304722,0.075,500,0
